,Historial
25603,111.50682351217606
25604,111.50682351217606
25605,111.50682351217606
25606,111.50682351217606
25607,111.50682351217606
25608,111.50682351217606
25609,111.50682351217606
25610,111.50682351217606
25611,111.50682351217606
25612,111.50682351217606
25613,111.50682351217606
25614,111.50682351217606
25615,111.50682351217606
25616,111.50682351217606
25617,111.50682351217606
25618,111.50682351217606
25619,111.50682351217606
25620,111.50682351217606
25621,111.50682351217606
25622,111.50682351217606
25623,111.50682351217606
25624,111.50682351217606
25625,111.50682351217606
25626,111.50682351217606
25627,111.50682351217606
25628,111.50682351217606
25629,111.50682351217606
25630,111.50682351217606
25631,111.50682351217606
25632,111.50682351217606
25633,111.50682351217606
25634,111.50682351217606
25635,111.50682351217606
25636,111.50682351217606
25637,111.50682351217606
25638,111.50682351217606
25639,111.50682351217606
25640,111.50682351217606
25641,111.50682351217606
25642,111.50682351217606
25643,111.50682351217606
25644,111.50682351217606
25645,111.50682351217606
25646,111.50682351217606
25647,111.50682351217606
25648,111.50682351217606
25649,111.50682351217606
25650,111.50658658345614
25651,111.50658658345614
25652,111.50658658345614
25653,111.50658658345614
25654,111.50658658345614
25655,111.50658658345614
25656,111.50658658345614
25657,111.50658658345614
25658,111.50658658345614
25659,111.50658658345614
25660,111.50658658345614
25661,111.50658658345614
25662,111.50658658345614
25663,111.50658658345614
25664,111.50658658345614
25665,111.50658658345614
25666,111.50658658345614
25667,111.50658658345614
25668,111.50658658345614
25669,111.50658658345614
25670,111.50658658345614
25671,111.50658658345614
25672,111.50658658345614
25673,111.50658658345614
25674,111.50658658345614
25675,111.50658658345614
25676,111.50658658345614
25677,111.50658658345614
25678,111.50658658345614
25679,111.50658658345614
25680,111.50658658345614
25681,111.50658658345614
25682,111.50658658345614
25683,111.50658658345614
25684,111.50658658345614
25685,111.50658658345614
25686,111.50658658345614
25687,111.50658658345614
25688,111.50658658345614
25689,111.50658658345614
25690,111.50658658345614
25691,111.50658658345614
25692,111.50658658345614
25693,111.50658658345614
25694,111.50658658345614
25695,111.50658658345614
25696,111.50658658345614
25697,111.50658658345614
25698,111.50658658345614
25699,111.50658658345614
25700,111.50658658345614
25701,111.50658658345614
25702,111.50658658345614
25703,111.50658658345614
25704,111.50658658345614
25705,111.50658658345614
25706,111.50658658345614
25707,111.50658658345614
25708,111.50658658345614
25709,111.50658658345614
25710,111.50658658345614
25711,111.50658658345614
25712,111.50658658345614
25713,111.50658658345614
25714,111.50658658345614
25715,111.50658658345614
25716,111.50658658345614
25717,111.50658658345614
25718,111.50658658345614
25719,111.50658658345614
25720,111.50658658345614
25721,111.50658658345614
25722,111.50658658345614
25723,111.50658658345614
25724,111.50658658345614
25725,111.50658658345614
25726,111.50658658345614
25727,111.50658658345614
25728,111.50658658345614
25729,111.50658658345614
25730,111.50658658345614
25731,111.50658658345614
25732,111.50658658345614
25733,111.50658658345614
25734,111.50658658345614
25735,111.50658658345614
25736,111.50658658345614
25737,111.50658658345614
25738,111.50658658345614
25739,111.50658658345614
25740,111.50658658345614
25741,111.50658658345614
25742,111.50658658345614
25743,111.50658658345614
25744,111.50658658345614
25745,111.50658658345614
25746,111.50658658345614
25747,111.50658658345614
25748,111.50658658345614
25749,111.50658658345614
25750,111.50658658345614
25751,111.50658658345614
25752,111.50658658345614
25753,111.50658658345614
25754,111.50658658345614
25755,111.50658658345614
25756,111.50658658345614
25757,111.50658658345614
25758,111.50658658345614
25759,111.50658658345614
25760,111.50658658345614
25761,111.50658658345614
25762,111.50658658345614
25763,111.50658658345614
25764,111.50658658345614
25765,111.50658658345614
25766,111.50658658345614
25767,111.50658658345614
25768,111.50658658345614
25769,111.50658658345614
25770,111.50658658345614
25771,111.50658658345614
25772,111.50658658345614
25773,111.50658658345614
25774,111.50658658345614
25775,111.50658658345614
25776,111.50658658345614
25777,111.50658658345614
25778,111.50658658345614
25779,111.50658658345614
25780,111.50658658345614
25781,111.50658658345614
25782,111.50658658345614
25783,111.50658658345614
25784,111.50658658345614
25785,111.50658658345614
25786,111.50658658345614
25787,111.50658658345614
25788,111.50658658345614
25789,111.50658658345614
25790,111.50658658345614
25791,111.50658658345614
25792,111.50658658345614
25793,111.50658658345614
25794,111.50658658345614
25795,111.50658658345614
25796,111.50658658345614
25797,111.50658658345614
25798,111.50658658345614
25799,111.50658658345614
25800,111.50658658345614
25801,111.50658658345614
25802,111.50658658345614
25803,111.50658658345614
25804,111.50658658345614
25805,111.50658658345614
25806,111.50658658345614
25807,111.50658658345614
25808,111.50658658345614
25809,111.50658658345614
25810,111.50658658345614
25811,111.50658658345614
25812,111.50658658345614
25813,111.50658658345614
25814,111.50658658345614
25815,111.50658658345614
25816,111.50658658345614
25817,111.50658658345614
25818,111.50658658345614
25819,111.50658658345614
25820,111.50658658345614
25821,111.50658658345614
25822,111.50658658345614
25823,111.50658658345614
25824,111.50658658345614
25825,111.50658658345614
25826,111.50658658345614
25827,111.50658658345614
25828,111.50658658345614
25829,111.50658658345614
25830,111.50658658345614
25831,111.50658658345614
25832,111.50658658345614
25833,111.50658658345614
25834,111.50658658345614
25835,111.50658658345614
25836,111.50658658345614
25837,111.50658658345614
25838,111.50658658345614
25839,111.50658658345614
25840,111.50658658345614
25841,111.50658658345614
25842,111.50658658345614
25843,111.50658658345614
25844,111.50658658345614
25845,111.50658658345614
25846,111.50658658345614
25847,111.50658658345614
25848,111.50658658345614
25849,111.50658658345614
25850,111.50658658345614
25851,111.50658658345614
25852,111.50658658345614
25853,111.50658658345614
25854,111.50658658345614
25855,111.50658658345614
25856,111.50658658345614
25857,111.50658658345614
25858,111.50658658345614
25859,111.50658658345614
25860,111.50658658345614
25861,111.50658658345614
25862,111.50658658345614
25863,111.50658658345614
25864,111.50658658345614
25865,111.50658658345614
25866,111.50658658345614
25867,111.50658658345614
25868,111.50658658345614
25869,111.50658658345614
25870,111.50658658345614
25871,111.50658658345614
25872,111.50658658345614
25873,111.50658658345614
25874,111.50658658345614
25875,111.50658658345614
25876,111.50658658345614
25877,111.50658658345614
25878,111.50658658345614
25879,111.50658658345614
25880,111.50658658345614
25881,111.50658658345614
25882,111.50658658345614
25883,111.50658658345614
25884,111.50658658345614
25885,111.50658658345614
25886,111.50658658345614
25887,111.50658658345614
25888,111.50658658345614
25889,111.50658658345614
25890,111.50658658345614
25891,111.50658658345614
25892,111.50658658345614
25893,111.50658658345614
25894,111.50658658345614
25895,111.50658658345614
25896,111.50658658345614
25897,111.50658658345614
25898,111.50658658345614
25899,111.50658658345614
25900,111.50658658345614
25901,111.50658658345614
25902,111.50658658345614
25903,111.50658658345614
25904,111.50658658345614
25905,111.50658658345614
25906,111.50658658345614
25907,111.50658658345614
25908,111.50658658345614
25909,111.50658658345614
25910,111.50658658345614
25911,111.50658658345614
25912,111.50658658345614
25913,111.50658658345614
25914,111.50658658345614
25915,111.50658658345614
25916,111.50658658345614
25917,111.50658658345614
25918,111.50658658345614
25919,111.50658658345614
25920,111.50658658345614
25921,111.50658658345614
25922,111.50658658345614
25923,111.50658658345614
25924,111.50658658345614
25925,111.50658658345614
25926,111.50658658345614
25927,111.50658658345614
25928,111.50658658345614
25929,111.50658658345614
25930,111.50658658345614
25931,111.50658658345614
25932,111.50658658345614
25933,111.50658658345614
25934,111.50658658345614
25935,111.50658658345614
25936,111.50658658345614
25937,111.50658658345614
25938,111.50658658345614
25939,111.50658658345614
25940,111.50658658345614
25941,111.50658658345614
25942,111.50658658345614
25943,111.50658658345614
25944,111.50658658345614
25945,111.50658658345614
25946,111.50658658345614
25947,111.50658658345614
25948,111.50658658345614
25949,111.50658658345614
25950,111.50658658345614
25951,111.50658658345614
25952,111.50658658345614
25953,111.50658658345614
25954,111.50658658345614
25955,111.50658658345614
25956,111.50658658345614
25957,111.50658658345614
25958,111.50658658345614
25959,111.50658658345614
25960,111.50658658345614
25961,111.50658658345614
25962,111.50658658345614
25963,111.50658658345614
25964,111.50658658345614
25965,111.50658658345614
25966,111.50658658345614
25967,111.50658658345614
25968,111.50658658345614
25969,111.50658658345614
25970,111.50658658345614
25971,111.50658658345614
25972,111.50658658345614
25973,111.50658658345614
25974,111.50658658345614
25975,111.50658658345614
25976,111.50658658345614
25977,111.50658658345614
25978,111.50658658345614
25979,111.50658658345614
25980,111.50658658345614
25981,111.50658658345614
25982,111.50658658345614
25983,111.50658658345614
25984,111.50658658345614
25985,111.50658658345614
25986,111.50658658345614
25987,111.50658658345614
25988,111.50658658345614
25989,111.50658658345614
25990,111.50658658345614
25991,111.50658658345614
25992,111.50658658345614
25993,111.50658658345614
25994,111.50658658345614
25995,111.50658658345614
25996,111.50658658345614
25997,111.50658658345614
25998,111.50658658345614
25999,111.50658658345614
26000,111.50658658345614
26001,111.50658658345614
26002,111.50658658345614
26003,111.50658658345614
26004,111.50658658345614
26005,111.50658658345614
26006,111.50658658345614
26007,111.50658658345614
26008,111.50658658345614
26009,111.50658658345614
26010,111.50658658345614
26011,111.50658658345614
26012,111.50658658345614
26013,111.50658658345614
26014,111.50658658345614
26015,111.50658658345614
26016,111.50658658345614
26017,111.50658658345614
26018,111.50658658345614
26019,111.50658658345614
26020,111.50658658345614
26021,111.50658658345614
26022,111.50658658345614
26023,111.50658658345614
26024,111.50658658345614
26025,111.50658658345614
26026,111.50658658345614
26027,111.50658658345614
26028,111.50658658345614
26029,111.50658658345614
26030,111.50658658345614
26031,111.50658658345614
26032,111.50658658345614
26033,111.50658658345614
26034,111.50658658345614
26035,111.50658658345614
26036,111.50658658345614
26037,111.50658658345614
26038,111.50658658345614
26039,111.50658658345614
26040,111.50658658345614
26041,111.50658658345614
26042,111.50658658345614
26043,111.50658658345614
26044,111.50658658345614
26045,111.50658658345614
26046,111.50658658345614
26047,111.50658658345614
26048,111.50658658345614
26049,111.50658658345614
26050,111.50658658345614
26051,111.50658658345614
26052,111.50658658345614
26053,111.50658658345614
26054,111.50658658345614
26055,111.50658658345614
26056,111.50658658345614
26057,111.50658658345614
26058,111.50658658345614
26059,111.50658658345614
26060,111.50658658345614
26061,111.50658658345614
26062,111.50658658345614
26063,111.50658658345614
26064,111.50658658345614
26065,111.50658658345614
26066,111.50658658345614
26067,111.50658658345614
26068,111.50658658345614
26069,111.50658658345614
26070,111.50658658345614
26071,111.50658658345614
26072,111.50658658345614
26073,111.50658658345614
26074,111.50658658345614
26075,111.50658658345614
26076,111.50658658345614
26077,111.50658658345614
26078,111.50658658345614
26079,111.50658658345614
26080,111.50658658345614
26081,111.50658658345614
26082,111.50658658345614
26083,111.50658658345614
26084,111.50658658345614
26085,111.50658658345614
26086,111.50658658345614
26087,111.50658658345614
26088,111.50658658345614
26089,111.50658658345614
26090,111.50658658345614
26091,111.50658658345614
26092,111.50658658345614
26093,111.50658658345614
26094,111.50658658345614
26095,111.50658658345614
26096,111.50658658345614
26097,111.50658658345614
26098,111.50658658345614
26099,111.50658658345614
26100,111.50658658345614
26101,111.50658658345614
26102,111.50658658345614
26103,111.50658658345614
26104,111.50658658345614
26105,111.50658658345614
26106,111.50658658345614
26107,111.50658658345614
26108,111.50658658345614
26109,111.50658658345614
26110,111.50658658345614
26111,111.50658658345614
26112,111.50658658345614
26113,111.50658658345614
26114,111.50658658345614
26115,111.50658658345614
26116,111.50658658345614
26117,111.50658658345614
26118,111.50658658345614
26119,111.50658658345614
26120,111.50658658345614
26121,111.50658658345614
26122,111.50658658345614
26123,111.50658658345614
26124,111.50658658345614
26125,111.50658658345614
26126,111.50658658345614
26127,111.50658658345614
26128,111.50658658345614
26129,111.50658658345614
26130,111.50658658345614
26131,111.50658658345614
26132,111.50658658345614
26133,111.50658658345614
26134,111.50658658345614
26135,111.50658658345614
26136,111.50658658345614
26137,111.50658658345614
26138,111.50658658345614
26139,111.50658658345614
26140,111.50658658345614
26141,111.50658658345614
26142,111.50658658345614
26143,111.50658658345614
26144,111.50658658345614
26145,111.50658658345614
26146,111.50658658345614
26147,111.50658658345614
26148,111.50658658345614
26149,111.50658658345614
26150,111.50658658345614
26151,111.50658658345614
26152,111.50658658345614
26153,111.50658658345614
26154,111.50658658345614
26155,111.50658658345614
26156,111.50658658345614
26157,111.50658658345614
26158,111.50658658345614
26159,111.50658658345614
26160,111.50658658345614
26161,111.50658658345614
26162,111.50658658345614
26163,111.50658658345614
26164,111.50658658345614
26165,111.50658658345614
26166,111.50658658345614
26167,111.50658658345614
26168,111.50658658345614
26169,111.50658658345614
26170,111.50658658345614
26171,111.50658658345614
26172,111.50658658345614
26173,111.50658658345614
26174,111.50658658345614
26175,111.50658658345614
26176,111.50658658345614
26177,111.50658658345614
26178,111.50658658345614
26179,111.50658658345614
26180,111.50658658345614
26181,111.50658658345614
26182,111.50658658345614
26183,111.50658658345614
26184,111.50658658345614
26185,111.50658658345614
26186,111.50658658345614
26187,111.50658658345614
26188,111.50658658345614
26189,111.50658658345614
26190,111.50658658345614
26191,111.50658658345614
26192,111.50658658345614
26193,111.50658658345614
26194,111.50658658345614
26195,111.50658658345614
26196,111.50658658345614
26197,111.50658658345614
26198,111.50658658345614
26199,111.50658658345614
26200,111.50658658345614
26201,111.50658658345614
26202,111.50658658345614
26203,111.50658658345614
26204,111.50658658345614
26205,111.50658658345614
26206,111.50658658345614
26207,111.50658658345614
26208,111.50658658345614
26209,111.50658658345614
26210,111.50658658345614
26211,111.50658658345614
26212,111.50658658345614
26213,111.50658658345614
26214,111.50658658345614
26215,111.50658658345614
26216,111.50658658345614
26217,111.50658658345614
26218,111.50658658345614
26219,111.50658658345614
26220,111.50658658345614
26221,111.50658658345614
26222,111.50658658345614
26223,111.50658658345614
26224,111.50658658345614
26225,111.50658658345614
26226,111.50658658345614
26227,111.50658658345614
26228,111.50658658345614
26229,111.50658658345614
26230,111.50658658345614
26231,111.50658658345614
26232,111.50658658345614
26233,111.50658658345614
26234,111.50658658345614
26235,111.50658658345614
26236,111.50658658345614
26237,111.50658658345614
26238,111.50658658345614
26239,111.50658658345614
26240,111.50658658345614
26241,111.50658658345614
26242,111.50658658345614
26243,111.50658658345614
26244,111.50658658345614
26245,111.50658658345614
26246,111.50658658345614
26247,111.50658658345614
26248,111.50658658345614
26249,111.50658658345614
26250,111.50658658345614
26251,111.50658658345614
26252,111.50658658345614
26253,111.50658658345614
26254,111.50658658345614
26255,111.50658658345614
26256,111.50658658345614
26257,111.50658658345614
26258,111.50658658345614
26259,111.50658658345614
26260,111.50658658345614
26261,111.50658658345614
26262,111.50658658345614
26263,111.50658658345614
26264,111.50658658345614
26265,111.50658658345614
26266,111.50658658345614
26267,111.50658658345614
26268,111.50658658345614
26269,111.50658658345614
26270,111.50658658345614
26271,111.50658658345614
26272,111.50658658345614
26273,111.50658658345614
26274,111.50658658345614
26275,111.50658658345614
26276,111.50658658345614
26277,111.50658658345614
26278,111.50658658345614
26279,111.50658658345614
26280,111.50658658345614
26281,111.50658658345614
26282,111.50658658345614
26283,111.50658658345614
26284,111.50658658345614
26285,111.50658658345614
26286,111.50658658345614
26287,111.50658658345614
26288,111.50658658345614
26289,111.50658658345614
26290,111.50658658345614
26291,111.50658658345614
26292,111.50658658345614
26293,111.50658658345614
26294,111.50658658345614
26295,111.50658658345614
26296,111.50658658345614
26297,111.50658658345614
26298,111.50658658345614
26299,111.50658658345614
26300,111.50658658345614
26301,111.50658658345614
26302,111.50658658345614
26303,111.50658658345614
26304,111.50658658345614
26305,111.50658658345614
26306,111.50658658345614
26307,111.50658658345614
26308,111.50658658345614
26309,111.50658658345614
26310,111.50658658345614
26311,111.50658658345614
26312,111.50658658345614
26313,111.50658658345614
26314,111.50658658345614
26315,111.50658658345614
26316,111.50658658345614
26317,111.50658658345614
26318,111.50658658345614
26319,111.50658658345614
26320,111.50658658345614
26321,111.50658658345614
26322,111.50658658345614
26323,111.50658658345614
26324,111.50658658345614
26325,111.50658658345614
26326,111.50658658345614
26327,111.50658658345614
26328,111.50658658345614
26329,111.50658658345614
26330,111.50658658345614
26331,111.50658658345614
26332,111.50658658345614
26333,111.50658658345614
26334,111.50658658345614
26335,111.50658658345614
26336,111.50658658345614
26337,111.50658658345614
26338,111.50658658345614
26339,111.50658658345614
26340,111.50658658345614
26341,111.50658658345614
26342,111.50658658345614
26343,111.50658658345614
26344,111.50658658345614
26345,111.50658658345614
26346,111.50658658345614
26347,111.50658658345614
26348,111.50658658345614
26349,111.50658658345614
26350,111.50658658345614
26351,111.50658658345614
26352,111.50658658345614
26353,111.50658658345614
26354,111.50658658345614
26355,111.50658658345614
26356,111.50658658345614
26357,111.50658658345614
26358,111.50658658345614
26359,111.50658658345614
26360,111.50658658345614
26361,111.50658658345614
26362,111.50658658345614
26363,111.50658658345614
26364,111.50658658345614
26365,111.50658658345614
26366,111.50658658345614
26367,111.50658658345614
26368,111.50658658345614
26369,111.50658658345614
26370,111.50658658345614
26371,111.50658658345614
26372,111.50658658345614
26373,111.50658658345614
26374,111.50658658345614
26375,111.50658658345614
26376,111.50658658345614
26377,111.50658658345614
26378,111.50658658345614
26379,111.50658658345614
26380,111.50658658345614
26381,111.50658658345614
26382,111.50658658345614
26383,111.50658658345614
26384,111.50658658345614
26385,111.50658658345614
26386,111.50658658345614
26387,111.50658658345614
26388,111.50658658345614
26389,111.50658658345614
26390,111.50658658345614
26391,111.50658658345614
26392,111.50658658345614
26393,111.50658658345614
26394,111.50658658345614
26395,111.50658658345614
26396,111.50658658345614
26397,111.50658658345614
26398,111.50658658345614
26399,111.50658658345614
26400,111.50658658345614
26401,111.50658658345614
26402,111.50658658345614
26403,111.50658658345614
26404,111.50658658345614
26405,111.50658658345614
26406,111.50658658345614
26407,111.50658658345614
26408,111.50658658345614
26409,111.50658658345614
26410,111.50658658345614
26411,111.50658658345614
26412,111.50658658345614
26413,111.50658658345614
26414,111.50658658345614
26415,111.50658658345614
26416,111.50658658345614
26417,111.50658658345614
26418,111.50658658345614
26419,111.50658658345614
26420,111.50658658345614
26421,111.50658658345614
26422,111.50658658345614
26423,111.50658658345614
26424,111.50658658345614
26425,111.50658658345614
26426,111.50658658345614
26427,111.50658658345614
26428,111.50658658345614
26429,111.50658658345614
26430,111.50658658345614
26431,111.50658658345614
26432,111.50658658345614
26433,111.50658658345614
26434,111.50658658345614
26435,111.50658658345614
26436,111.50658658345614
26437,111.50658658345614
26438,111.50658658345614
26439,111.50658658345614
26440,111.50658658345614
26441,111.50658658345614
26442,111.50658658345614
26443,111.50658658345614
26444,111.50658658345614
26445,111.50658658345614
26446,111.50658658345614
26447,111.50658658345614
26448,111.50658658345614
26449,111.50658658345614
26450,111.50658658345614
26451,111.50658658345614
26452,111.50658658345614
26453,111.50658658345614
26454,111.50658658345614
26455,111.50658658345614
26456,111.50658658345614
26457,111.50658658345614
26458,111.50658658345614
26459,111.50658658345614
26460,111.50658658345614
26461,111.50658658345614
26462,111.50658658345614
26463,111.50658658345614
26464,111.50658658345614
26465,111.50658658345614
26466,111.50658658345614
26467,111.50658658345614
26468,111.50658658345614
26469,111.50658658345614
26470,111.50658658345614
26471,111.50658658345614
26472,111.50658658345614
26473,111.50658658345614
26474,111.50658658345614
26475,111.50658658345614
26476,111.50658658345614
26477,111.50658658345614
26478,111.50658658345614
26479,111.50658658345614
26480,111.50658658345614
26481,111.50658658345614
26482,111.50658658345614
26483,111.50658658345614
26484,111.50658658345614
26485,111.50658658345614
26486,111.50658658345614
26487,111.50658658345614
26488,111.50658658345614
26489,111.50658658345614
26490,111.50658658345614
26491,111.50658658345614
26492,111.50658658345614
26493,111.50658658345614
26494,111.50658658345614
26495,111.50658658345614
26496,111.50658658345614
26497,111.50658658345614
26498,111.50658658345614
26499,111.50658658345614
26500,111.50658658345614
26501,111.50658658345614
26502,111.50658658345614
26503,111.50658658345614
26504,111.50658658345614
26505,111.50658658345614
26506,111.50658658345614
26507,111.50658658345614
26508,111.50658658345614
26509,111.50658658345614
26510,111.50658658345614
26511,111.50658658345614
26512,111.50658658345614
26513,111.50658658345614
26514,111.50658658345614
26515,111.50658658345614
26516,111.50658658345614
26517,111.50658658345614
26518,111.50658658345614
26519,111.50658658345614
26520,111.50658658345614
26521,111.50658658345614
26522,111.50658658345614
26523,111.50658658345614
26524,111.50658658345614
26525,111.50658658345614
26526,111.50658658345614
26527,111.50658658345614
26528,111.50658658345614
26529,111.50658658345614
26530,111.50658658345614
26531,111.50658658345614
26532,111.50658658345614
26533,111.50658658345614
26534,111.50658658345614
26535,111.50658658345614
26536,111.50658658345614
26537,111.50658658345614
26538,111.50658658345614
26539,111.50658658345614
26540,111.50658658345614
26541,111.50658658345614
26542,111.50658658345614
26543,111.50658658345614
26544,111.50658658345614
26545,111.50658658345614
26546,111.50658658345614
26547,111.50658658345614
26548,111.50658658345614
26549,111.50658658345614
26550,111.50658658345614
26551,111.50658658345614
26552,111.50658658345614
26553,111.50658658345614
26554,111.50658658345614
26555,111.50658658345614
26556,111.50658658345614
26557,111.50658658345614
26558,111.50658658345614
26559,111.50658658345614
26560,111.50658658345614
26561,111.50658658345614
26562,111.50658658345614
26563,111.50658658345614
26564,111.50658658345614
26565,111.50658658345614
26566,111.50658658345614
26567,111.50658658345614
26568,111.50658658345614
26569,111.50658658345614
26570,111.50658658345614
26571,111.50658658345614
26572,111.50658658345614
26573,111.50658658345614
26574,111.50658658345614
26575,111.50658658345614
26576,111.50658658345614
26577,111.50658658345614
26578,111.50658658345614
26579,111.50658658345614
26580,111.50658658345614
26581,111.50658658345614
26582,111.50658658345614
26583,111.50658658345614
26584,111.50658658345614
26585,111.50658658345614
26586,111.50658658345614
26587,111.50658658345614
26588,111.50658658345614
26589,111.50658658345614
26590,111.50658658345614
26591,111.50658658345614
26592,111.50658658345614
26593,111.50658658345614
26594,111.50658658345614
26595,111.50658658345614
26596,111.50658658345614
26597,111.50658658345614
26598,111.50658658345614
26599,111.50658658345614
26600,111.50634965863055
26601,111.50634965863055
26602,111.50634965863055
26603,111.50634965863055
26604,111.50634965863055
26605,111.50634965863055
26606,111.50634965863055
26607,111.50634965863055
26608,111.50634965863055
26609,111.50634965863055
26610,111.50634965863055
26611,111.50634965863055
26612,111.50634965863055
26613,111.50634965863055
26614,111.50634965863055
26615,111.50634965863055
26616,111.50634965863055
26617,111.50634965863055
26618,111.50634965863055
26619,111.50634965863055
26620,111.50634965863055
26621,111.50634965863055
26622,111.50634965863055
26623,111.50634965863055
26624,111.50634965863055
26625,111.50634965863055
26626,111.50634965863055
26627,111.50634965863055
26628,111.50634965863055
26629,111.50634965863055
26630,111.50634965863055
26631,111.50634965863055
26632,111.50634965863055
26633,111.50634965863055
26634,111.50634965863055
26635,111.50634965863055
26636,111.50634965863055
26637,111.50634965863055
26638,111.50634965863055
26639,111.50634965863055
26640,111.50634965863055
26641,111.50634965863055
26642,111.50634965863055
26643,111.50634965863055
26644,111.50634965863055
26645,111.50634965863055
26646,111.50634965863055
26647,111.50634965863055
26648,111.50634965863055
26649,111.50634965863055
26650,111.50634965863055
26651,111.50634965863055
26652,111.50634965863055
26653,111.50634965863055
26654,111.50634965863055
26655,111.50634965863055
26656,111.50634965863055
26657,111.50634965863055
26658,111.50634965863055
26659,111.50634965863055
26660,111.50634965863055
26661,111.50634965863055
26662,111.50634965863055
26663,111.50634965863055
26664,111.50634965863055
26665,111.50634965863055
26666,111.50634965863055
26667,111.50634965863055
26668,111.50634965863055
26669,111.50634965863055
26670,111.50634965863055
26671,111.50634965863055
26672,111.50634965863055
26673,111.50634965863055
26674,111.50634965863055
26675,111.50634965863055
26676,111.50634965863055
26677,111.50634965863055
26678,111.50634965863055
26679,111.50634965863055
26680,111.50634965863055
26681,111.50634965863055
26682,111.50634965863055
26683,111.50634965863055
26684,111.50634965863055
26685,111.50634965863055
26686,111.50634965863055
26687,111.50634965863055
26688,111.50634965863055
26689,111.50634965863055
26690,111.50634965863055
26691,111.50634965863055
26692,111.50634965863055
26693,111.50634965863055
26694,111.50634965863055
26695,111.50634965863055
26696,111.50634965863055
26697,111.50634965863055
26698,111.50634965863055
26699,111.50634965863055
26700,111.50634965863055
26701,111.50634965863055
26702,111.50634965863055
26703,111.50634965863055
26704,111.50634965863055
26705,111.50634965863055
26706,111.50634965863055
26707,111.50634965863055
26708,111.50634965863055
26709,111.50634965863055
26710,111.50634965863055
26711,111.50634965863055
26712,111.50634965863055
26713,111.50634965863055
26714,111.50634965863055
26715,111.50634965863055
26716,111.50634965863055
26717,111.50634965863055
26718,111.50634965863055
26719,111.50634965863055
26720,111.50634965863055
26721,111.50634965863055
26722,111.50634965863055
26723,111.50634965863055
26724,111.50634965863055
26725,111.50634965863055
26726,111.50634965863055
26727,111.50634965863055
26728,111.50634965863055
26729,111.50634965863055
26730,111.50634965863055
26731,111.50634965863055
26732,111.50634965863055
26733,111.50634965863055
26734,111.50634965863055
26735,111.50634965863055
26736,111.50634965863055
26737,111.50634965863055
26738,111.50634965863055
26739,111.50634965863055
26740,111.50634965863055
26741,111.50634965863055
26742,111.50634965863055
26743,111.50634965863055
26744,111.50634965863055
26745,111.50634965863055
26746,111.50634965863055
26747,111.50634965863055
26748,111.50634965863055
26749,111.50634965863055
26750,111.50634965863055
26751,111.50634965863055
26752,111.50634965863055
26753,111.50634965863055
26754,111.50634965863055
26755,111.50634965863055
26756,111.50634965863055
26757,111.50634965863055
26758,111.50634965863055
26759,111.50634965863055
26760,111.50634965863055
26761,111.50634965863055
26762,111.50634965863055
26763,111.50634965863055
26764,111.50634965863055
26765,111.50634965863055
26766,111.50634965863055
26767,111.50634965863055
26768,111.50634965863055
26769,111.50634965863055
26770,111.50634965863055
26771,111.50634965863055
26772,111.50634965863055
26773,111.50634965863055
26774,111.50634965863055
26775,111.50634965863055
26776,111.50634965863055
26777,111.50634965863055
26778,111.50634965863055
26779,111.50634965863055
26780,111.50634965863055
26781,111.50634965863055
26782,111.50634965863055
26783,111.50634965863055
26784,111.50634965863055
26785,111.50634965863055
26786,111.50634965863055
26787,111.50634965863055
26788,111.50634965863055
26789,111.50634965863055
26790,111.50634965863055
26791,111.50634965863055
26792,111.50634965863055
26793,111.50634965863055
26794,111.50634965863055
26795,111.50634965863055
26796,111.50634965863055
26797,111.50634965863055
26798,111.50634965863055
26799,111.50634965863055
26800,111.50634965863055
26801,111.50634965863055
26802,111.50634965863055
26803,111.50634965863055
26804,111.50634965863055
26805,111.50634965863055
26806,111.50634965863055
26807,111.50634965863055
26808,111.50634965863055
26809,111.50634965863055
26810,111.50634965863055
26811,111.50634965863055
26812,111.50634965863055
26813,111.50634965863055
26814,111.50634965863055
26815,111.50634965863055
26816,111.50634965863055
26817,111.50634965863055
26818,111.50634965863055
26819,111.50634965863055
26820,111.50634965863055
26821,111.50634965863055
26822,111.50634965863055
26823,111.50634965863055
26824,111.50634965863055
26825,111.50634965863055
26826,111.50634965863055
26827,111.50634965863055
26828,111.50634965863055
26829,111.50634965863055
26830,111.50634965863055
26831,111.50634965863055
26832,111.50634965863055
26833,111.50634965863055
26834,111.50634965863055
26835,111.50634965863055
26836,111.50634965863055
26837,111.50634965863055
26838,111.50634965863055
26839,111.50634965863055
26840,111.50634965863055
26841,111.50634965863055
26842,111.50634965863055
26843,111.50634965863055
26844,111.50634965863055
26845,111.50634965863055
26846,111.50634965863055
26847,111.50634965863055
26848,111.50634965863055
26849,111.50634965863055
26850,111.50634965863055
26851,111.50634965863055
26852,111.50634965863055
26853,111.50634965863055
26854,111.50634965863055
26855,111.50634965863055
26856,111.50634965863055
26857,111.50634965863055
26858,111.50634965863055
26859,111.50634965863055
26860,111.50634965863055
26861,111.50634965863055
26862,111.50634965863055
26863,111.50634965863055
26864,111.50634965863055
26865,111.50634965863055
26866,111.50634965863055
26867,111.50634965863055
26868,111.50634965863055
26869,111.50634965863055
26870,111.50634965863055
26871,111.50634965863055
26872,111.50634965863055
26873,111.50634965863055
26874,111.50634965863055
